Data Number,Codes,Site Name,Latitude,Longitude,Elevation,Min. Depth,Max Depth,No. Temperatures,Temp. Gradient,No. Conductivities,Conductivity,No. Heat Production,Heat Production,Heat Flow,Red. Heat Flow,No. Sites,Reference No.
D,EGAFHB,CHELEKE3,39.4333,53.2167,10,50,595,2,94,,1.3,,,122,,71,84
D,EGAFHB,ALIGUL85,39.45,53.3,-25,50,1045,2,38,,1.7,,,65,,71,84
D,EGAFHB,COMSOM28,39.5167,53.6833,-21,2400,3900,999,18,,1.96,,,35,,71,84
D,EGAFHB,KUIDGI23,39.0667,54.5667,10,50,2900,3,27,,1.8,,,48,,71,84
D,EEAFAB,U-BAL215,60.9167,72.6167,43,610,2160,999,37,,1.66,,,61,,3,87
D,EEAFAB,Z-SUR110,61.2667,73.2,65,600,2000,999,32,,1.66,,,53,,3,87
D,ECAGZC,OMSKII,54.9167,73.25,,,,999,,,,,,40,,6,72
D,ECAEZD,ZAV'YAL1,57.1667,73.3333,83,100,2450,999,22,20,2,,,44,,14,85
D,EEAFAB,MEGTON12,61,76.3333,42,1000,2200,999,37,,1.82,,,67,,3,87
D,EEAFAB,S-SOV511,60.8667,76.75,45,600,1200,999,37,,1.46,,,54,,3,87
D,EEAFAB,SAMOT191,61.1667,76.85,58,550,1990,999,36,,1.66,,,60,,3,87
D,ECAFZD,MALOICH3,56.75,78.5,131,500,2790,999,33,,1.75,,,57,,14,85
D,EEAFAA,ZAPOLY28,66.9167,79.75,63,550,1370,999,34,,1.78,,,60,,3,87
D,EBAFAB,SUHODUD3,69.9167,85.6667,47,550,1650,999,33,,1.83,,,61,,3,87
D,EFABHB,NORAN,51.0167,105.7,1200,80,203,13,19,15,2.6,,,49,,40,76
D,FGABHA,S-AISI8C,47.5333,142.55,100,100,600,20,40,9,1.14,,,46,,69,79
D,FHABHB,GOR.PLYA,44,145.8,5,320,584,13,63,6,1.55,,,98,,69,79
D,EGABHB,LIMANSK3,55.55,155.95,,40,1208,,46,,1.48,,,69,,68,
D,EGABHB,MALKIN7,53.3333,157.45,,240,620,,34,,2.6,,,88,,68,
E,EGAFHB,CHELEKE5,39.4333,53.2167,10,50,585,2,87,,1.3,,,144,,71,84
E,EGAFHB,ALIGUL87,39.45,53.3,-25,50,1020,2,32,,1.8,,,58,,71,84
E,EGAFHB,COMSOM52,39.5,53.7,-19,50,860,15,20,,1.63,,,33,,71,84
E,EGAFHB,KUIDGI24,39.0667,54.5667,10,50,3000,3,27,,1.78,,,49,,71,84
E,EEAFAB,Z-SUR119,61.2667,73.2,65,550,2320,999,31,,1.67,,,52,,3,87
E,EEAFAB,SAMOT198,61.1667,76.85,58,550,2190,999,39,,1.68,,,66,,3,87
E,ECAFZD,MALOICH4,56.75,78.5,137,500,2830,999,31,,1.74,,,54,,14,85
E,EEAFAA,ZAPOLY34,66.9167,79.75,28,550,1680,999,32,,1.86,,,59,,3,87
E,EGABHB,LIMANSK4,55.55,155.9667,,40,3270,,33,,1.9,,,63,,68,
E,EGABHB,MALKIN8,53.35,157.4667,,380,480,,34,,2.6,,,88,,68,
F,EGAFHB,CHELEKE6,39.4333,53.2167,10,50,580,2,68,,1.34,,,91,,71,84
F,EGAFHB,ALIGU114,39.45,53.3,-25,50,1210,2,27,,1.9,,,51,,71,84
F,EGAFHB,COMSOM57,39.5,53.7,-21,50,900,13,17,,1.76,,,31,,71,84
F,EGAFHB,KUIDGI28,39.0667,54.5667,10,50,3000,3,27,,1.84,,,48,,71,84
F,EEAFAB,Z-SUR161,61.2667,73.2,70,550,2170,999,31,,1.66,,,52,,3,87
F,EEAFAB,SAMOT210,61.1667,76.85,58,550,2270,999,29,,1.68,,,49,,3,87
F,ECAFZD,MALOIC11,56.75,78.5,137,60,550,52,32,,2,,,64,,14,85
F,EEAFAB,ZAPOLY38,66.9167,79.75,17,550,2790,999,30,,1.89,,,57,,3,87
F,EGABHB,MALKIN9,53.3333,157.4667,,300,440,,30,,2.6,,,78,,68,
G,EGAFHB,CHELEKE7,39.4333,53.2167,10,50,590,2,68,,1.34,,,92,,71,84
G,EGAFHB,ALIGU121,39.45,53.3,-25,50,1330,2,27,,1.95,,,53,,71,84
G,EGAFHB,COMSOM59,39.5,53.7,-20,100,2500,999,18,,1.87,,,34,,71,84
G,EGAFHB,KUIDGI30,39.0667,54.5667,10,50,3000,3,27,,1.82,,,45,,71,84
G,EEAFAB,Z-SUR162,61.2667,73.2,59,800,2330,999,27,,1.79,,,49,,3,87
G,EEAFAB,SAMOT223,61.1667,76.85,58,550,2400,999,36,,1.69,,,61,,3,87
G,EEAFAB,ZAPOLY44,66.9167,79.75,30,550,1130,999,36,,1.79,,,64,,3,87
G,EGABHB,MALKIN11,53.3167,157.4667,,100,380,,32,,2.6,,,83,,68,
H,EGAFHB,CHELEKE8,39.4333,53.2167,10,50,530,2,102,,1.3,,,132,,71,84
H,EGAFHB,ALIGU131,39.45,53.3,-25,50,1050,2,46,,1.7,,,78,,71,84
H,EGAFHB,COMSOM63,39.5,53.7,-20,100,2550,999,17,,1.85,,,31,,71,84
H,EGAFHB,KUIDGI50,39.0667,54.5667,10,50,2730,3,26,,1.87,,,45,,71,84
H,EEAFAB,Z-SUR180,61.2667,73.2,65,550,2060,999,34,,1.66,,,56,,3,87
H,EEAFAB,SAMOT241,61.1667,76.85,58,550,2200,999,33,,1.68,,,55,,3,87
H,EGABHB,MALKIN12,53.3333,157.4833,,140,360,,33,,2.6,,,85,,68,
I,EGAFHB,CHELEK11,39.4333,53.2167,10,50,635,2,90,,1.4,,,126,,71,84
I,EGAFHB,ALIGU194,39.45,53.3,-25,50,1440,2,39,,1.9,,,74,,71,84
I,EGAFHB,COMSOM65,39.5,53.75,-22,10,2610,46,19,,1.83,,,35,,71,84
I,EEAFAB,Z-SURG10,61.2667,73.2,65,550,2310,999,33,,1.69,,,56,,3,87
I,EEAFAB,SAMOT247,61.1667,76.85,58,550,2400,999,35,,1.69,,,59,,3,87
I,EGABHB,MALKIN17,53.3333,157.4667,,240,520,,30,,2.6,,,78,,68,
J,EGAFHB,CHELEK12,39.4333,53.2167,10,50,692,2,86,,1.4,,,120,,71,84
J,EGAFHB,ALIGU204,39.45,53.3,-25,50,1160,2,27,,1.9,,,51,,71,84
J,EGAFHB,COMSOM67,39.5,53.7333,-22,10,1830,11,18,,1.8,,,32,,71,84
J,EEAFAB,SAMOT303,61.1667,76.85,58,550,2050,999,44,,1.66,,,73,,3,87
K,EGAFHB,CHELEK15,39.4333,53.2167,10,50,635,2,82,,1.4,,,115,,71,84
K,EGAFHB,COMSOM72,39.5,53.75,-21,40,800,13,18,,1.7,,,30,,71,84
K,EEAFAB,SAMOT360,61.1667,76.85,58,550,2340,999,34,,1.69,,,57,,3,87
L,EGAFHB,CHELEKE7,39.4333,53.2167,10,50,1025,999,52,,1.9,,,98,,71,84
L,EGAFHB,COMSOM74,39.5,53.75,-20,10,2010,35,19,,1.8,,,34,,71,84
L,EEAFAB,SAMOT370,61.1667,76.85,58,550,2250,999,36,,1.68,,,60,,3,87
M,EGAFHB,CHELEK19,39.4333,53.2167,10,50,908,2,58,,1.6,,,94,,71,84
M,EGAFHB,COMSOM75,39.5,53.75,-21,100,600,6,16,,1.65,,,32,,71,84
M,EEAFAB,SAMOT388,61.1667,76.85,58,550,2250,999,33,,0.68,,,55,,3,87
N,EGAFHB,CHELEK21,39.4333,53.2167,10,50,845,2,52,,1.6,,,84,,71,84
N,EGAFHB,COMSOM81,39.4833,53.7667,-22,10,2310,15,20,,1.85,,,37,,71,84
N,EEAFAB,SAMOT391,61.1667,76.85,58,550,2260,999,34,,1.68,,,57,,3,87
O,EGAFHB,CHELEK52,39.4333,53.2167,10,50,650,999,68,,1.55,,,105,,71,84
O,EGAFHB,COMSOM85,39.45,53.7833,-22,10,1410,9,18,,1.77,,,32,,71,84
O,EEAFAB,SAMOT476,61.1667,76.85,58,550,2260,999,38,,1.68,,,63,,3,87
P,EGAFHB,CHELEK73,39.4333,53.2167,10,50,890,2,54,,1.65,,,89,,71,84
P,EEAFAB,SAMO1496,61.1667,76.85,58,550,1960,999,35,,1.66,,,58,,3,87
Q,EEAFAB,SAMO1512,61.1667,76.85,58,550,2100,999,29,,1.67,,,49,,3,87
R,EEAFAB,SAMO2015,61.1667,76.85,58,550,1860,999,31,,1.65,,,51,,3,87
S,EEAFAB,SAMO2044,61.1667,76.85,58,550,1940,999,38,,1.66,,,63,,3,87
SU   1,EEAFAC,HARASAVE,71.0833,67.1167,20,800,2480,5,42,,1.75,,,58,3,3,87
SU   2,EEAFAC,U-TAMBE1,71.3,71.5833,8,950,2880,5,31,,1.9,,,49,1,1,81
SU   3,EEAFAC,CRUZEN27,70.5,67.3667,17,600,1800,999,44,,1.76,,,58,1,1,81
SU   4,EEAFAC,BOVANE52,70.25,68.2667,9,620,1470,4,41,,1.86,,,56,1,1,81
SU   5,EEAFAC,GYDAN101,70.2167,75.8833,19,1520,2815,10,28,,1.89,,,48,1,1,81
SU   6,EBABHC,TANAMSKI,70.6,80.6667,10,1000,2400,999,25,,1.8,,,45,1,4,83
SU   7,EBABHC,DERYABIN,70.95,82.1667,25,1100,2700,999,28,,1.82,,,51,1,4,83
SU   8,EBAFHC,DGANGOD2,70.9167,88.5,50,500,2400,999,30,,1.95,,,45,1,1,81
SU   9,EBABHC,DGANGOD,70.8333,89,60,680,2100,999,20,,1.97,,,39,2,4,83
SU  10,EBAFAC,DGANGOD2,70.9167,88.5,,,2000,999,,,,,,54,1,5,74
SU  11,EEAFAC,ARCTICH2,69.7667,70.6667,34,800,2450,999,37,,1.83,,,56,1,1,81
SU  12,EEABHC,ARCTICHE,69.75,71.0833,25,1800,1900,999,27,2,1.73,,,47,2,58,
SU  13,EEAFAC,NEITIN28,69.7667,70.7,30,640,3090,7,38,,1.78,,,56,1,1,81
SU  14,EEABHA,NEITIN25,70,70,40,,400,999,29,,1.84,,,53,1,58,
SU  15,EEAFAC,NURMINSK,69,71.75,50,850,2280,9,37,,1.83,,,56,3,1,81
SU  16,EEAFAA,Z-GEOF50,69.7833,72.5333,7,1770,2950,6,32,,1.8,,,53,1,3,87
SU  17,EEAFAC,GEOFIZ44,69.7833,73.7,11,960,2820,12,31,,1.89,,,49,1,1,81
SU  18,EBABHC,PELYAT11,69.6667,81.75,10,600,2700,999,28,,1.71,,,48,1,4,83
SU  19,EBABHC,MESSOYA3,69.5,82.4333,50,500,2300,999,24,,1.7,,,41,1,4,83
SU  20,EBAFAC,MESSOYA3,69.15,82.55,81,550,2350,999,29,,1.88,,,45,1,3,87
SU  21,EBABHC,SOLENI10,69.2,82.75,50,500,2400,999,22,,1.82,,,40,1,4,83
SU  22,EBABHC,SOLENI,69.25,82.5,60,600,2800,999,27,,1.6,,,42,2,4,83
SU  23,EBABHC,KAZANTS1,69.8,83.2333,,,2550,999,,,,,,62,1,5,74
SU  24,EBABHC,KAZANTS,69.6667,83.4167,20,800,2500,999,28,,1.77,,,50,2,4,83
SU  25,EBAFAC,KAZANTS2,69.8,83.2333,20,600,2600,999,33,,1.91,,,52,1,3,87
SU  26,,MALOHE10,69.6667,84.55,,,,,,,,,,58,2,,
SU  27,EBAFAB,DOLGANS1,69.6667,84.75,,,1700,999,,,,,,55,1,5,74
SU  28,EBAFHC,DOLGANS,69.5,84.5833,20,300,2300,999,29,,1.88,,,55,2,4,83
SU  29,,SUHODUD3,69.9167,85.6667,,,,,,,,,,60,6,,
SU  30,EBABHB,SUHODUD,69.9,86.6,45,520,1900,999,30,,1.93,,,58,2,4,83
SU  31,,NOVOPO88,68,72.5,,,,,,,,,,65,3,,
SU  32,EEAFAB,MYSKAME2,68.4167,72.6,6,1100,2340,4,36,,1.85,,,57,1,1,81
SU  33,EEAFAB,SEMAKO50,68.8333,75.5,12,700,3360,999,34,,1.76,,,53,1,3,87
SU  34,EEAFAB,YAMBURG,68,76.2,45,1000,3100,45,31,,1.86,,,51,3,1,81
SU  35,EEABHA,YAMBUR24,68,75.5,44,1100,1200,999,32,,2.15,,,69,1,58,
SU  36,EEAFAC,YAMBURG,68,76.2,43,550,3030,999,33,,1.86,,,54,1,3,87
SU  37,,NAHODK42,68.1667,78,,,,,,,,,,57,3,,
SU  38,EBAFAC,V-MESSO2,68.4167,79.5,45,650,3190,999,33,,1.81,,,52,1,3,87
SU  39,EBABHC,SUZUNSK1,68.4167,83.5167,75,700,2800,999,29,,1.68,,,49,1,4,83
SU  40,,V-RECHE1,67.55,70.4167,,,,,,,,,,63,2,,
SU  41,EEAFAA,YARSAL31,67,70.4167,10,500,900,4,35,,1.8,,,50,1,1,81
SU  42,EEAFAC,HARVUT21,67.3333,74.3333,56,1200,3050,4,29,,1.82,,,48,1,1,81
SU  43,EEAFAC,Z-PEST12,67,74.4667,54,500,3290,5,31,,1.8,,,50,1,1,81
SU  44,EEAFAC,PESTSOVY,67.1,75.4,83,1250,3200,5,29,,1.85,,,50,2,1,81
SU  45,EEAFAC,OLIKUMIN,67.4167,76.6667,25,1200,2900,4,26,,1.89,,,45,2,3,87
SU  46,EEAFAC,URHARO97,67.8833,77,20,555,3080,999,33,,1.75,,,50,1,1,81
SU  47,EEAFAC,SAMBU151,67,77.3,32,1240,3020,8,29,,1.83,,,50,1,1,81
SU  48,EEAFAC,V-OLIKUM,67.5167,77.4167,15,1200,3230,15,26,,1.91,,,47,3,3,87
SU  49,,TAZOVS33,67.1667,79.75,,,,,,,,,,57,2,,
SU  50,EEAFAB,KUNZHE19,66,65.8333,,,1300,999,,,,,,64,1,5,74
SU  51,EEAFAB,MEDVED21,66.2833,67.9167,,,1300,999,,,,,,67,1,5,74
SU  52,EEAFAC,TANOPCHI,66.1333,69.3333,,,2800,999,,,,,,67,2,5,74
SU  53,EEAFAC,SCHUGI82,66.35,70.7167,12,500,2150,4,35,,1.68,,,50,1,3,87
SU  54,EEAFAC,YARUDEIS,66.2833,70.75,,,2800,999,,,,,,64,1,5,74
SU  55,EEAFAC,YARUDEI2,66,71,31,500,2830,6,30,,1.81,,,64,1,2,82
SU  56,EEAFAC,KUSHEL41,66.1667,72.3333,10,1950,2890,7,34,,1.83,,,59,1,3,87
SU  57,EEAFAC,S-NYDI11,66.8333,73.6667,18,650,3100,10,30,,1.81,,,49,1,3,87
SU  58,EEAFAC,NYDINSKI,66.7167,73.6667,24,1080,3970,19,32,,1.74,,,51,3,1,81
SU  59,EEABHC,MEDVEZH,66,74,,,2750,999,,,,,,64,3,6,72
SU  60,EEABHB,MEDVEZH,66.0833,74.4167,63,300,800,100,38,24,1.28,,,49,4,7,81
SU  61,,MEDVEZ32,66,74,,,,,,,,,,70,3,,
SU  62,EEABHA,UBILEI13,66,75.8333,93,400,1000,30,33,5,1.63,,,54,1,8,78
SU  63,EEAFAB,UBILEI,66,76,90,1200,2880,6,31,,1.89,,,54,3,3,87
SU  64,EEAFAB,ENYAH143,66.9667,76,55,1230,3200,5,29,,1.88,,,51,1,3,87
SU  65,EEAFAB,ESETA-YA,66.25,76.6667,65,1140,3000,6,29,,1.87,,,50,2,3,87
SU  66,EEAFAB,URENGOI,66,78.65,,,1800,999,,,,,,57,1,5,74
SU  67,EEABHA,URENGOI,66.1667,78.9167,52,620,980,72,43,,1.36,,,58,4,7,81
SU  68,,URENG139,66,78.5667,,,,,,,,,,59,3,,
SU  69,EEAFAB,GEOLOGI1,66,78.8333,44,1250,3160,5,28,,1.9,,,49,1,3,87
SU  70,,ZAPOLY44,66.9167,79.75,,,,,,,,,,57,7,,
SU  71,EEAFAB,RUSSKI25,66.7167,80.35,44,850,2100,9,31,,1.9,,,50,1,1,81
SU  72,EEABHB,RUSSKI,66.5833,80.5,39,700,1000,999,41,2,1.34,,,55,2,58,
SU  73,EBAFAB,U-RUSSKI,66.0833,80.3833,50,850,2970,7,300,2,1.9,,,52,1,3,87
SU  74,,KOSTROV3,66.2167,85.95,,,,,,,,,,65,2,,
SU  75,EBAFAA,SCHUCHI1,66.6333,85.9667,62,500,1600,6,31,,1.75,,,45,1,1,81
SU  76,EBAFAA,ERMAKOVS,66.6667,86.3,95,500,1360,5,32,,1.67,,,45,2,1,81
SU  77,EBAFAB,Z-ERMAK1,66.6333,86.3,120,500,2500,4,29,,1.8,,,45,1,1,81
SU  78,EEAFAB,HEIGINS1,65.4667,71.75,44,500,2410,6,35,,1.7,,,52,1,1,81
SU  79,EEAFAB,NADYMSK2,65.6,73,19,500,3940,7,34,,1.79,,,56,1,1,81
SU  80,EEAFAB,PANGOD61,65.5,74.5,71,1240,3070,999,30,,1.74,,,54,1,3,87
SU  81,EEAFAB,PYREI102,65.5,77.6667,39,500,3160,5,33,,1.84,,,53,1,1,81
SU  82,EEAFAB,U-CHA201,65.3167,80.5,21,500,2750,4,31,,1.75,,,48,1,1,81
SU  83,,USTREM50,64.1333,62.4167,,,,,,,,,,65,2,,
SU  84,EEAFAA,TUTLEI40,64,64.6667,33,500,1250,5,45,,1.66,,,65,1,3,87
SU  85,,DEMINSK9,64.0667,65.1667,,,,,,,,,,69,2,,
SU  86,EEAFAA,AKSARSKI,64.3333,65.5,,,1100,999,,,,,,65,1,5,74
SU  87,EEAFAA,U-ALYA21,64.1167,65.5833,15,550,1170,999,42,,1.58,,,60,1,3,87
SU  88,EEAFAA,S-ALYA35,64.1667,65.5833,16,550,1330,999,49,,1.57,,,70,1,3,87
SU  89,,M-ASSK,64.5833,65.5833,,,,,,,,,,68,3,,
SU  90,EEAFAA,V-KUNO10,64.8333,67.1667,,,1300,999,,,,,,63,1,5,74
SU  91,EEAFAB,SR-NADY2,64.75,73.5167,51,500,3000,5,39,,1.73,,,61,1,1,81
SU  92,EEAFAB,YANGTINS,64,75,95,1090,2950,3,33,,1.92,,,55,3,3,87
SU  93,EEAFAB,V-PUR102,64.3833,75.2,84,1170,3040,5,33,,1.88,,,55,1,1,81
SU  94,EEAFAB,KOMSOMO4,64.5,76,91,870,3270,4,32,,1.84,,,52,1,1,81
SU  95,EEAFAB,VAN-YA30,64,76.75,54,800,2900,8,34,,1.81,,,54,1,3,87
SU  96,,GUBKIN6,64.5333,76.7667,,,,,,,,,,65,2,,
SU  97,EEAFAB,Z-TARCOS,64.9167,77.4,50,1100,3410,7,32,,1.87,,,54,2,1,81
SU  98,EEAFAB,AIVASEDO,64.45,77.75,62,1000,2940,20,35,,1.83,,,57,5,1,81
SU  99,EEAFAB,HARAM300,64,79.4667,83,1050,3010,5,32,,1.87,,,51,1,1,81
SU 100,EEAFAB,ALTATUMP,63.0833,63.6667,,,1800,999,,,,,,62,1,5,74
SU 101,EEAFAB,ANEEV220,63.25,64,19,550,1600,999,37,,1.79,,,60,1,3,87
SU 102,EEAFAA,BEREZOV5,63.9167,64.8,27,550,1300,999,41,,1.68,,,63,1,1,81
SU 103,EEAFAA,NEREMOVS,63.6667,64.9167,16,560,1390,4,42,,1.77,,,69,2,3,87
SU 104,EEAFAB,PEREGREB,63,65.0333,,,1850,999,,,,,,66,1,5,74
SU 105,EEAFAB,NARYKARS,63.1167,65.25,,,1850,999,,,,,,69,1,5,74
SU 106,EEAFAB,AMANOVSK,63.8333,65.25,,,1800,999,,,,,,68,1,5,74
SU 107,,CHUALS80,63.8333,65.8667,,,,,,,,,,73,2,,
SU 108,EEAFAB,SYSKOSIN,63,66,,,1850,999,,,,,,57,1,5,74
SU 109,EEAFAB,KISLO158,63.8333,67,,,1850,999,,,,,,55,1,5,74
SU 110,EEAFAB,KAZYM186,63.8333,67.4,40,500,2640,6,33,,1.88,,,56,1,1,81
SU 111,EEAFAB,UIL'S270,63.75,70.1,73,500,3160,5,36,,1.74,,,55,1,1,81
SU 112,EEAFAB,CRAINI51,63.7667,74.2,11,500,3160,5,36,,1.75,,,57,1,3,87
SU 113,EEAFAB,HOLMOG15,63,74.7333,12,750,2660,999,31,,1.88,,,51,1,3,87
SU 114,EEAFAB,YAMSOV83,63.9167,75.4,11,6960,3070,7,28,,1.91,,,50,1,1,81
SU 115,EEAFAA,VANGAP35,63.0833,76.4667,10,8101,285,6,32,,1.8,,,50,1,1,81
SU 116,EEAFAB,ETYPUR83,63.9667,78,80,500,2870,7,34,,1.78,,,54,1,1,81
SU 117,EEAFAB,PUNGI236,62.8667,63.6667,,,1850,999,,,,,,64,1,5,74
SU 118,,MALOATL1,62.3,67.0833,,,,,,,,,,67,2,,
SU 119,EEAFAB,N-SOR202,62.3333,72,85,550,3000,999,31,,1.69,,,46,1,1,81
SU 120,EEAFAB,KOCHEV53,62.5833,73,87,500,2960,6,35,,1.78,,,56,1,3,87
SU 121,EEAFAB,VAR'EGAN,62.1,77.7,70,830,2450,11,35,,1.72,,,56,5,1,81
SU 122,EEABHA,VAR'EGAN,62,77.75,72,340,860,26,46,,1.34,,,62,1,7,81
SU 123,EEAFAB,S-HOHRYA,62,79.75,95,500,2800,5,38,,1.7,,,57,2,2,82
SU 124,EEAFAB,U-ERK151,62.6667,80,107,500,2950,4,34,,1.69,,,52,1,3,87
SU 125,EEAFAB,V-TOL'K3,62.7667,80.3,137,500,2920,3,32,,1.76,,,52,1,1,81
SU 126,EEAFAB,V-SABUN2,62.1333,81,103,500,2600,6,35,,1.7,,,52,1,3,87
SU 127,,ELOGUIS1,62.5,86.4167,,,,,,,,,,47,4,,
SU 128,EBAFAB,S-ASSKI1,61.2667,63.2667,77,500,1700,3,49,,1.65,,,78,1,1,81
SU 129,,V-KOND28,61.4167,63.9167,,,,,,,,,,54,2,,
SU 130,EEAFAB,ALESHKI1,61.5333,65.35,20,500,2400,4,41,,1.81,,,67,1,2,82
SU 131,EEAFAB,TALINSK5,61.9333,65.4167,93,500,2650,999,40,,1.63,,,57,1,3,87
SU 132,EEAFAB,EM-EGOVS,61.85,65.9667,55,500,2390,6,49,,1.56,,,69,2,3,87
SU 133,EEAFAB,INGINSK1,61.6167,66,39,1440,2480,4,47,,1.65,,,66,1,3,87
SU 134,EEAFAB,PAL'YA30,61.8,66.8333,37,500,2400,4,45,,1.56,,,63,1,3,87
SU 135,EEAFAB,AITORSKI,61.4167,67.0833,26,500,2540,3,50,,1.62,,,75,2,1,81
SU 136,EEAFAB,KAMENNAY,61.4,67.4167,30,500,2470,4,51,,1.6,,,75,2,1,81
SU 137,,H-MANSI1,61,69.1667,,,,,,,,,,54,2,,
SU 138,EEAFAB,TUMANNY1,61.7333,70.4167,50,500,2710,5,40,,1.67,,,61,1,1,81
SU 139,EEAFAB,VYNGINS3,61.5167,72.75,56,1970,2910,8,31,,1.74,,,46,1,1,81
SU 140,EEAFAB,SAIGA174,61.25,73.1667,35,550,2300,999,32,,1.67,,,48,1,3,87
SU 141,,SURGUTS1,61.2667,73.4667,,,,,,,,,,53,11,,
SU 142,EEAFAB,FEDOR100,61.6,73.5,83,600,2080,999,33,,1.66,,,48,1,3,87
SU 143,EEAFAB,S-SURGUT,61.45,73.6333,73,500,2300,7,32,,1.66,,,48,3,2,82
SU 144,EEAFAB,NIZHNEM1,61.1667,74.8333,,,,999,,,,,,57,1,5,74
SU 145,,LOCOSO,61.1667,74.9167,,,,,,,,,,57,2,,
SU 146,EEAFAB,S-POKURS,61,75.5833,40,500,2150,999,42,,1.64,,,65,3,2,82
SU 147,EEABHA,AGANSKII,61.5,76.0833,92,430,830,20,48,,1.34,,,64,2,58,
SU 148,EEAFAB,VATIN124,61,76.1333,52,500,2480,6,43,,1.64,,,65,1,1,81
SU 149,EEAFAB,MEGIO513,61,76.3333,,,1800,999,,,,,,53,1,5,74
SU 150,EEABHA,MEGIO626,60.8333,76.3333,41,400,980,29,50,,1.34,,,67,1,58,
SU 151,,MEGTON12,61,76.3333,,,,,,,,,,65,4,,
SU 152,EEAFAB,MARTOVSK,61.0667,76.5,55,500,2130,4,35,,1.7,,,56,3,1,81
SU 153,EEAFAB,BELOZE36,61.3333,76.6833,58,1700,2560,5,38,,1.76,,,59,1,3,87
SU 154,,SAMO2069,61.1667,76.85,,,,,,,,,,60,20,,
SU 155,EEAFAB,AI-EGANS,61.6667,77.6667,102,500,2750,20,33,,1.8,,,54,3,1,81
SU 156,EEAFAB,U-UGORSK,61.6667,77.8333,85,500,2660,10,33,,1.83,,,54,2,3,87
SU 157,EEAFAB,NOVOMOL2,61.5,78.3333,76,660,2700,7,37,,1.83,,,59,1,1,81
SU 158,EEAFAB,LAR'YAK1,61,80.3333,,,,999,,,,,,39,1,6,72
SU 159,EEAFAB,KYSEGS90,61.5667,83.2167,89,500,2240,6,28,,1.8,,,47,1,1,81
SU 160,EEAFAB,EVRINSKI,60.4,64.3333,19,500,1480,10,43,,1.73,,,77,3,2,82
SU 161,EEAFAB,UBINSKII,60.6667,64.85,70,500,1830,4,42,,1.73,,,73,2,2,82
SU 162,EEAFAB,FROLOVS1,60.8333,69.5167,29,500,3060,6,35,,1.75,,,59,1,2,82
SU 163,EEAFAB,N-SHA133,60.4167,70.25,73,500,2790,5,38,,1.75,,,67,1,3,87
SU 164,EEAFAB,VO-LEMP1,60.7833,71.2833,35,500,3110,11,47,,1.65,,,73,1,3,87
SU 165,EEAFAB,SALYMSK8,60.75,71.3333,45,500,2640,6,47,,1.6,,,75,1,3,87
SU 166,EEAFAB,SALYMS15,60.75,71.3333,44,500,2760,8,45,,1.68,,,72,1,3,87
SU 167,EEAFAB,V-SALYM1,60.0167,71.5,49,500,2890,9,35,,1.67,,,63,1,3,87
SU 168,,U-BAL215,60.9167,72.6167,,,,,,,,,,58,8,,
SU 169,EEAFAB,MAMONTOV,60.7,72.7667,50,500,3190,6,35,,1.69,,,56,3,1,81
SU 170,,S-SOV511,60.8667,76.75,,,,,,,,,,54,4,,
SU 171,EEAFAB,SAIMOVS1,60,77.75,87,750,3300,999,37,,1.77,,,66,1,3,87
SU 172,,ALEKSAN1,60.3333,77.9333,,,,,,,,,,56,3,,
SU 173,EEAFAB,SEVERNYI,60.7,78.5,80,780,1800,12,42,,1.87,,,75,3,3,87
SU 174,EEAFAB,NICOL'S3,60,79.4,56,500,2670,5,33,,1.73,,,63,1,1,81
SU 175,EEAFAB,LUK-PAIS,60.8,79.5,83,740,2290,6,27,,1.87,,,47,3,3,87
SU 176,EEAFAB,VARTO330,60.25,79.8333,74,500,2560,4,33,,1.86,,,65,1,3,87
SU 177,EEAFAB,LINEINY3,60.5,80.25,97,500,2770,5,37,,1.68,,,61,1,1,81
SU 178,EEAFAB,KANANAK3,60,81.5,83,500,2100,4,25,,1.84,,,52,1,1,81
SU 179,EEAFAB,GROMOVS1,60.6667,82.4167,98,500,1630,4,25,,1.83,,,44,1,1,81
SU 180,EEAFAB,S-LYMBE1,60.75,84,148,500,2930,6,28,,1.7,,,44,1,2,82
SU 181,EEAFAB,ZAPADNY1,60,84.3333,130,500,2950,5,22,,1.79,,,44,1,2,82
SU 182,EEABHB,LEUSHINS,59.6667,65.8333,,,,999,,,,,,38,1,6,72
SU 183,EEAFAB,UVATSKI1,59.05,68.75,41,1950,2880,5,34,,1.75,,,59,1,1,81
SU 184,EEAFAB,VERHNESA,59.9167,70.9,75,1690,2840,15,45,,1.68,,,74,3,3,87
SU 185,EEAFAB,TUKANSKI,59.75,72.4667,70,500,2850,10,30,,1.72,,,56,2,1,81
SU 186,EEAFAB,VESEN255,59.1833,75.5167,97,400,2554,999,34,,1.61,,,63,1,3,87
SU 187,EEAFAB,IL'YAKS1,59.8833,78,84,1980,2630,6,41,,1.71,,,69,1,3,87
SU 188,EEAFAB,TAMBAEV1,59,78.7833,101,500,2990,6,32,,1.82,,,64,1,3,87
SU 189,EEAFHB,U-SIL'GI,58.8333,80.0833,90,275,2410,999,33,,2,,,66,4,4,83
SU 190,,U-SIL'16,59,80.1,,,,,,,,,,61,3,,
SU 191,ECAFAB,KAMYSHL1,55.1667,72.6333,97,600,2070,999,29,,1.52,,,48,1,10,
