Data Number,Codes,Site Name,Latitude,Longitude,Elevation,Min. Depth,Max Depth,No. Temperatures,Temp. Gradient,No. Conductivities,Conductivity,No. Heat Production,Heat Production,Heat Flow,Red. Heat Flow,No. Sites,Reference No.
SU 586,ECABHA,YAKOV384,50.8,36.517,212,50,817,42,15,29,3.88,,,58,1,66,66
SU 587,ECAFZC,S.CHERNI,50.75,29.55,,,,,,,,,,69,1,40,85
SU 588,,,50.75,36.833,,,,,,,,,,52,4,,
SU 589,EBAFHB,ALEKS735,50.75,38.583,200,80,240,999,,,,,,50,1,105,70
SU 590,ECABIC,LUTSK  1,50.733,25.3,,425,1150,29,15,15,2.4,,,36,1,57,73
SU 591,EEAFIB,MONAS302,50.717,32.183,,2800,3600,20,30,,1.55,,,46,1,35,70
SU 592,EEAFIB,SHCHUROV,50.717,32.517,,2740,2850,999,35,,1.7,,,60,1,16,85
SU 593,EEAFFB,ANDREYAS,50.7,33.283,,4300,4500,,33,,1.7,,,50,1,16,85
SU 594,EEAFIB,ARTYUKHO,50.633,33.283,,4100,4400,999,29,,1.7,,,49,1,16,85
SU 595,EEAFIB,ANDREEVS,50.617,33.283,,500,1500,999,,,,,,56,1,16,85
SU 596,EEAFIB,ARTYUKHO,50.617,33.317,,4100,4300,999,29,,1.7,,,50,1,16,85
SU 597,EEAFFA,GORODISH,50.6,31.917,,20,1200,999,25,,1.5,,,42,1,16,85
SU 598,EEABIA,LELYA104,50.6,32.617,,,,,,,,,,39,1,53,
SU 599,EEAFIB,GNILI308,50.583,32.083,,1500,2000,999,31,,1.75,,,54,1,35,70
SU 600,EEABIA,LELYAKO9,50.583,32.617,,1500,1850,12,26,4,1.75,,,46,1,35,70
SU 601,EBAFHB,BELG1010,50.583,36.667,,50,750,999,,,,,,55,1,105,70
SU 602,,LELYAKOV,50.567,32.633,,,,,,,,,,40,1,,
SU 603,ECAFFB,GNILITSA,50.533,32.017,,1500,2200,,31,,1.8,,,52,1,16,85
SU 604,EEAFIA,YAROVSKA,50.533,32.567,,20,5140,,28,,1.7,,,48,1,16,85
SU 605,EEAFIA,SOKAL  1,50.5,24.25,,,,,,,,,,48,1,37,80
SU 606,EBABHA,PILI5299,50.5,29.05,,43,179,12,12,6,2.9,,,37,1,61,72
SU 607,EBAFHB,B.TRO786,50.5,37.333,,90,420,999,,,,,,43,1,105,70
SU 608,EBAFHB,B.TRO367,50.5,37.583,190,80,475,999,,,,,,39,1,105,70
SU 609,ECAZZC,SHCHER20,50.5,45.417,,,,999,,,,,,47,1,114,71
SU 610,EEAZZC,N.UZEN 1,50.5,47.833,,,2440,,,,,,,39,1,40,85
SU 611,ECABIA,CHIZHEV9,50.467,33.467,,1800,1990,14,33,7,1.42,,,46,1,35,70
SU 612,EEAFFB,N.TROITS,50.467,34.267,,500,1500,,30,,1.7,,,53,1,16,85
SU 613,EBAAHB,TESNO217,50.433,29.033,,50,200,10,9,9,2.6,,,24,1,54,81
SU 614,,LENINO,50.433,29.217,,,,,,,,,,29,2,,
SU 615,EEAFIA,CHIZHEVS,50.433,33.7,,20,3900,,,,,,,47,1,16,85
SU 616,EEAFFB,TIMOFEEV,50.433,34.233,,3900,4700,,28,,1.7,,,49,1,16,85
SU 617,EBAZHB,YAKOVLEV,50.433,36.483,,150,820,,,,,,,59,1,56,71
SU 618,ECAFIB,GNEDI105,50.417,32.683,,,,,,,,,,50,1,35,70
SU 619,EEABIC,K.TA2077,50.417,59.083,280,40,780,28,10,20,2.5,,,26,1,97,77
SU 620,ECAFIC,BERESTEC,50.4,25.183,,20,1900,,,,,,,42,1,16,85
SU 621,ECAFIA,POLCHA,50.4,25.533,,500,1600,,,,,,,36,1,16,85
SU 622,ECABZA,YAGOTIN,50.4,31.717,,,300,,,,,,,42,1,67,68
SU 623,EEAFFA,TIMOFEEV,50.4,34.183,,4000,4500,,28,,1.7,,,49,1,16,85
SU 624,EEAFFA,TIMOFEEV,50.4,34.233,,4000,4500,,28,,1.7,,,49,1,16,85
SU 625,ECAFFB,ANTONOVK,50.383,32.483,,200,1000,,,,,,,50,1,16,85
SU 626,EEAFIB,G.ROZBYS,50.383,33.767,,20,2200,,31,,1.7,,,53,1,16,85
SU 627,ECAFFB,ANTONOV1,50.367,32.5,,1250,1800,999,37,,1.4,,,50,1,35,70
SU 628,EEAFIB,G.ROZBYS,50.367,33.717,,2000,2400,,31,,1.7,,,52,1,16,85
SU 629,,V. MOSTY,50.333,24.167,,,,,,,,,,52,2,,
SU 630,,KOCHEROV,50.333,29.55,,,,,,,,,,24,1,54,81
SU 631,,KACHANOV,50.333,34.667,,,,,,,,,,44,4,168,5
SU 632,EBABHB,ZHILYA3G,50.333,57.4,260,20,560,28,14,15,2.03,,,27,1,97,77
SU 633,EBAFIC,ZHILYAN3,50.333,57.417,260,150,1880,999,15,,2.2,,,33,1,98,
SU 634,ECABIA,V.MOST16,50.317,24.083,,450,2400,49,20,5,2.75,,,56,1,57,73
SU 635,ECABHA,VITKOV 3,50.317,24.467,,400,3000,999,15,39,2.7,,,41,1,57,73
SU 636,ECABIA,V.MOST21,50.3,24.133,,500,2000,999,19,5,2.65,,,49,1,57,73
SU 637,ECABIB,CHERNUK7,50.283,32.917,,100,2000,31,27,9,1.55,,,42,1,35,70
SU 638,EEAFIB,KHARKOVE,50.283,33.8,,3700,4200,,29,,1.7,,,50,1,16,85
SU 639,ECAFGB,KACHAN19,50.283,34.483,,1000,1950,999,26,,1.75,,,54,1,56,71
SU 640,,KACHANOV,50.283,34.55,,,,,,,,,,48,2,,
SU 641,,BUTYN,50.267,23.95,,,,,,,,,,49,2,,
SU 642,,V. MOSTY,50.25,24.167,,,,,,,,,,51,3,,
SU 643,EAABIA,SHCH5313,50.25,29.217,,43,243,20,11,3,3,3 0,0.8,34,1,61,72
SU 644,EAABIR,VODOTY14,50.25,29.483,,43,283,20,11,4,3.3,2 1,0.2,38,1,61,72
SU 645,ECAFZB,10V,50.25,36.25,,75,1030,999,,,,,,53,1,105,70
SU 646,EBAFHB,BELGOR10,50.25,36.25,,75,1030,999,,,,,,53,1,105,70
SU 647,,KOROBKOV,50.25,44.583,,,,,,,,,,61,5,,
SU 648,EGABBA,VILNYA 5,50.233,29.3,,25,100,30,20,8,0.2,,,25,1,56,71
SU 649,,RYBALTSY,50.2,34.7,,,,,,,,,,39,2,,
SU 650,ECAFIB,RYBALTS4,50.2,34.583,,1400,1800,999,24,,1.75,,,46,1,35,70
SU 651,ECABIA,RYBALTS2,50.2,34.783,,1380,1880,999,16,8,1.75,,,29,1,35,70
SU 652,,,50.167,34.917,,,,,,,,,,38,2,,
SU 653,,KHROMTAU,50.167,58.417,,,,,,,,,,40,2,,
SU 654,ECAFIB,V. MOSTY,50.15,24.167,,500,2000,,,,,,,53,1,16,85
SU 655,ECABIB,K.BUGSK9,50.15,24.267,,600,1000,25,25,7,2.1,,,52,1,57,73
SU 656,ECABIA,K.BUGSK4,50.15,24.35,,190,2075,30,25,2,2.2,,,54,1,34,68
SU 657,ECAFIA,V.MOSTY1,50.133,24.25,,30,1000,999,17,,3.25,,,54,1,57,73
SU 658,ECABIB,K.BUGSK7,50.117,24.267,,600,1700,40,19,7,2.6,,,50,1,57,73
SU 659,EAABAB,FAST9649,50.117,29.933,,75,300,18,13,10,2.7,,,38,1,36,71
SU 660,,NEMIROV,50.1,23.317,,,,,,,,,,72,7,,
SU 661,EAABAB,LYUB5314,50.1,29.15,,43,103,6,10,4,3.1,,,31,1,61,72
SU 662,EEABIA,BELSKA10,50.1,34.567,,1400,1550,10,25,9,1.6,,,40,1,35,70
SU 663,ECAGIC,ARALSOR1,50.083,48.167,,100,6000,,,,,,,48,1,105,70
SU 664,,NESTEROV,50.067,24,,,,,,,,,,50,2,,
SU 665,EEABIA,KOLONT13,50.067,35.033,,1745,2155,999,26,10,1.6,,,42,1,35,70
SU 666,EGAFIB,KOKHANO4,50.05,23.3,,400,800,999,42,,1.7,,,71,1,34,68
SU 667,EEAFIA,MALOSOR3,50,34.583,,100,1200,,,,,,,51,1,16,85
SU 668,EBAFIC,AKTYUBIN,50,57.333,300,450,2300,999,10,,3.5,,,35,1,98,
SU 669,,KOKHANOV,49.983,23.25,,,,,,,,,,69,3,,
SU 670,EDAZZC,ZARUDT54,49.967,23.95,,,120,,,,,,,54,1,42,88
SU 671,EEABIB,KHARKOV1,49.967,36.317,,1500,2800,999,33,8,1.65,,,54,1,35,70
SU 672,,RADCHENK,49.95,33.817,,,,,,,,,,42,1,,
SU 673,,SOLOKHA,49.917,34.517,,,,,,,,,,40,2,,
SU 674,EEABHB,AKTYUB11,49.917,57.25,,700,1400,999,,2,,,,53,1,105,70
SU 675,EBAGHC,BISHTA13,49.917,57.333,290,285,2500,999,22,,3.3,,,36,1,98,
SU 676,ECAFIA,DUBLYANY,49.9,24.117,,500,1500,,,,,,,46,1,16,85
SU 677,EEAFIB,RADCHENK,49.9,33.783,,100,1100,,30,,1.6,,,49,1,16,85
SU 678,EBARHC,KUDINOV6,49.867,43.783,182,1525,2710,,25,,2.02,,,51,1,91,
SU 679,ECAFIB,BALUCHIN,49.833,24.567,,500,2500,,,,,,,48,1,16,85
SU 680,,,49.817,23.467,,,,,,,,,,65,2,,
SU 681,ECABIB,V.BOGAC1,49.817,33.667,,900,2000,999,29,3,1.46,,,42,1,35,70
SU 682,,B.TSERKO,49.8,26.933,,,,,,,,,,27,1,65,64
SU 683,ECAZZC,A.PANI90,49.8,43.033,,,,999,,,,,,58,1,114,71
SU 684,EGAFIB,KHODNOVI,49.783,22.983,,20,1420,,25,,1.8,,,45,1,16,85
SU 685,ECABIA,S.POKRO2,49.783,36.65,,1400,2600,40,24,24,1.55,,,38,1,35,70
SU 686,EBABZA,B.TSE259,49.767,30.05,,,,,,,,,,25,1,70,64
SU 687,EBABZA,B.TSE262,49.767,30.067,,,,,,,,,,25,1,65,64
SU 688,ECAFIB,SAGAIDA2,49.75,33.967,,1100,1500,19,30,,1.4,,,46,1,35,70
SU 689,EBAFHB,GOLUBI34,49.75,43.25,93,100,600,999,,,,,,40,1,105,70
SU 690,,RUZHIN,49.733,29.05,,,,,,,,,,22,2,,
SU 691,EBABIB,RUZH3706,49.65,29.167,,24,178,15,15,13,1.95,,,30,1,52,79
SU 692,,SADKOVIC,49.633,23.133,,,,,,,,,,47,4,,
SU 693,,,49.633,23.65,,,,,,,,,,66,2,,
SU 694,,BOGUSLAV,49.633,30.917,,,,,,,,,,35,2,,
SU 695,ECAFIB,RASPASHN,49.633,35.317,,3500,4500,,14,,3.1,,,44,1,16,85
SU 696,,RASPASHN,49.633,35.333,,,,,,,,,,41,2,,
SU 697,,,49.6,23.25,,,,,,,,,,45,3,,
SU 698,EEAFIA,EFREMOVS,49.6,36.283,,500,3000,,23,,1.7,,,39,1,16,85
SU 699,ECABIA,S.BLI301,49.6,37.167,,1350,3000,37,30,15,1.8,,,54,1,35,70
SU 700,ECAFIB,PEREMYSH,49.583,24.567,,500,4000,,,,,,,49,1,16,85
SU 701,EBABIB,KLI16944,49.583,26.417,,240,378,13,15,13,2.25,,,34,1,57,73
SU 702,ECABIA,ZALUZHA6,49.567,23.383,,500,1800,18,25,7,2.01,,,47,1,59,75
SU 703,ECABIA,ZALUZHA7,49.567,23.4,,1000,1800,999,27,3,1.68,,,42,1,59,75
SU 704,ECABIA,ZALUZHA1,49.55,23.483,,300,1000,18,15,8,2.22,,,31,1,59,75
SU 705,EEAFFB,RUDKI 75,49.55,23.633,,400,800,999,37,,1.76,,,65,1,34,68
SU 706,EBAEAA,NEKHVO30,49.55,31.217,,62,482,29,11,24,3,2 0,0.9,35,1,61,72
SU 707,EEAFIA,KRESTISH,49.55,35.367,,100,1050,,,,,,,39,1,16,85
SU 708,EEAFIB,MELIKHOV,49.55,35.783,,25,201,,27,,1.5,,,41,1,16,85
SU 709,EEAFIB,MELIKHOV,49.55,35.9,,1000,2400,,,,,,,45,1,16,85
SU 710,EEAFIA,EFREMOVS,49.55,36.25,,500,5000,,25,,1.7,,,42,1,16,85
SU 711,ECABIA,S.BLI302,49.55,37.133,,1300,295,30,26,13,1.77,,,46,1,35,70
SU 712,EGAFIB,STRELBIC,49.533,22.983,,20,1650,,22,,2.3,,,50,1,16,85
SU 713,,SHEBELIN,49.5,36.533,,,,,,,,,,37,3,,
SU 714,EEAFIB,SHEBELIN,49.5,36.55,,20,2900,,21,,1.7,,,36,1,16,85
SU 715,EEAFFB,BALAKLEY,49.5,37.033,,20,2600,,,,,,,40,1,16,85
SU 716,EEAFIB,S.GOLUBO,49.5,37.383,,1810,2370,,33,,1.7,,,56,1,16,85
SU 717,ECABIA,MASHEV16,49.483,34.85,,2000,3000,25,17,9,2.7,,,46,1,35,70
SU 718,ECABIA,MASHEV20,49.483,34.883,,2000,3500,28,15,3,3,,,46,1,35,70
SU 719,,,49.483,36.483,,,,,,,,,,62,16,,
SU 720,EEAFIA,Z.MEDVED,49.467,35.617,,1000,2400,,,,,,,50,1,16,85
SU 721,EEAFIB,SHEBELIN,49.467,36.7,,500,2400,,,,,,,37,1,16,85
SU 722,EEABIB,BALAKLE4,49.467,36.833,,1400,2600,999,22,4,1.9,,,40,1,35,70
SU 723,EEAFFB,BALAKLEY,49.467,36.933,,20,2700,,,,,,,40,1,16,85
SU 724,EEAFFB,BALAKLEY,49.467,36.967,,20,1200,,,,,,,43,1,16,85
SU 725,,S.GOLUBO,49.467,37.4,,,,,,,,,,53,3,,
SU 726,,,49.45,29.25,,,,,,,,,,26,2,,
SU 727,ECAFFB,POTICHAN,49.45,33.983,,20,1800,,,,,,,42,1,16,85
SU 728,EEAFIB,SHEBELIN,49.45,35.7,,,,,,,,,,39,1,16,85
SU 729,EEAFIB,SHEBELIN,49.45,36.6,,500,2400,,,,,,,40,1,16,85
SU 730,,S.SAMBOR,49.433,23.067,,,,,,,,,,57,2,,
SU 731,EGAFIB,S.MEDY16,49.417,23.833,,500,1090,999,32,,1.76,,,59,1,34,68
SU 732,EEABIA,KUPYANS1,49.417,37.517,,1100,2400,999,29,11,1.7,,,50,1,35,70
SU 733,ECAZZB,SAUSHI64,49.417,43.417,,,,999,,,,,,49,1,114,71
SU 734,EGABBB,V.BLAZH4,49.4,23.067,,500,1560,999,20,25,2.74,,,55,1,52,79
SU 735,EGABIB,S.MEDYN4,49.4,23.75,,1900,2450,999,19,12,2.64,,,46,1,34,68
SU 736,EGABIB,S.MEDY10,49.4,23.817,,500,1400,999,27,3,2.05,,,55,1,34,68
SU 737,EGABIB,B.VOLI25,49.4,23.983,,800,1200,999,21,16,2.32,,,50,1,34,68
SU 738,EGABBA,V.BLAZ18,49.383,23.25,,1200,1450,999,21,7,2.96,,,62,1,52,79
SU 739,EGABIA,DERZHIV3,49.383,24,,700,1400,999,22,30,2.17,,,49,1,34,68
SU 740,EFAFIB,V.LANN51,49.383,35.4,,1950,2100,7,26,,1.7,,,46,1,35,70
SU 741,EGABIB,B.VOLI95,49.367,23.983,,700,980,999,37,22,1.46,,,54,1,34,68
SU 742,EEAFFA,ZACHEPIL,49.367,34.217,,20,1800,,,,,,,36,1,16,85
SU 743,EEAFIA,ALEKSEEV,49.367,36.383,,20,2750,,14,,3.1,,,44,1,16,85
SU 744,EEABIA,CH.DONE1,49.367,37.067,,1500,2300,999,26,6,1.75,,,46,1,35,70
SU 745,EEABIA,ZACHEPI1,49.35,34.217,,700,1300,30,21,7,1.8,,,38,1,70,64
SU 746,EBAFHB,VERKHO22,49.333,43.417,117,250,1500,999,,,,,,46,1,105,70
SU 747,EGAFIB,UGERSKO,49.3,23.95,,20,1030,,24,,1.8,,,43,1,16,85
SU 748,,ZOZOV,49.3,29,,,,,,,,,,36,2,57,73
SU 749,EEAFIA,PAVLOVSK,49.3,34.9,,500,2500,,,,,,,50,1,16,85
SU 750,EEAFIA,PAVLOVSK,49.3,35.983,,500,3000,,,,,,,50,1,16,85
SU 751,EEABIA,VOLVENKO,49.3,36.8,,1050,1150,7,30,22,1.66,,,50,1,35,70
SU 752,EGAFIB,UGERSKO,49.283,23.983,,20,430,,28,,1.7,,,47,1,16,85
SU 753,EEAFIB,VOLVENKO,49.267,36.683,,1000,2200,,30,,1.8,,,54,1,16,85
SU 754,EEARHC,DRUZHEL8,49.267,37.683,149,970,1640,134,37,,1.31,,,49,1,91,
SU 755,EEARZC,BELO2299,49.25,39.683,,,,,,,,,,32,1,91,
SU 756,EGABBA,LOMNA  2,49.217,22.833,,330,2900,999,22,12,2.62,,,57,1,59,75
SU 757,,ULICHNOE,49.217,23.667,,,,,,,,,,35,3,,
SU 758,,LIPOVETS,49.217,29.05,,,,,,,,,,39,2,,
SU 759,EGABIA,YU.STRI1,49.2,23.85,,200,350,5,16,4,2.55,,,40,1,34,68
SU 760,EBAZIB,ZVEN5150,49.2,31.05,,142,422,,,,,,,30,1,61,72
SU 761,EEAFIB,N.NIKOL7,49.2,34.6,,1100,2300,24,25,,1.5,,,36,1,35,70
SU 762,EGABBA,ULICHN14,49.183,23.717,,2000,2300,9,22,6,1.87,,,42,1,34,68
SU 763,EEAFIB,SPIVAKOV,49.183,37.1,,1000,2000,,26,,1.7,,,47,1,16,85
SU 764,EEAFIB,SPIVAKOV,49.183,37.133,,1570,2780,,28,,1.7,,,47,2,16,85
SU 765,EGABIA,S.DOLI11,49.133,23.917,,1000,2400,999,19,21,1.8,,,35,1,34,68
SU 766,EAABIB,GONOR421,49.133,29.567,,25,142,10,14,4,2.75,4 0,0.6,40,1,57,73
SU 767,EEAZZC,ELTON  1,49.133,46.583,,,520,,,,,,,70,1,40,85
SU 768,EGABIA,ZAVODA 1,49.1,23.8,,500,2500,80,21,32,2.3,,,47,1,57,73
SU 769,EGAFIB,KADOBN80,49.1,24.383,,100,950,999,30,,1.5,,,46,1,52,79
SU 770,ECAFIB,ZAVODOVK,49.1,25.05,,500,1500,,20,,2.5,,,51,1,16,85
SU 771,EGARZC,S.DOLINA,49.083,23.917,,,,,,,,,,44,1,90,
SU 772,,GRYNOVKA,49.083,24.417,,,,,,,,,,41,1,,
SU 773,EEAFFB,NOVOSELO,49.083,35.1,,1700,2000,,29,,1.7,,,50,1,16,85
SU 774,EEAFFB,ORLOVSKA,49.083,37.667,,,,,,,,,,63,1,16,85
SU 775,EGABBA,SKOLE  1,49.067,23.55,,680,1790,999,24,31,2.8,,,68,1,52,79
SU 776,,DOLINA,49.067,23.983,,,,,,,,,,49,3,34,68
SU 777,,CH.POPOV,49.067,38.15,,,,,,,,,,49,2,,
SU 778,EAABZA,ZVENI308,49.05,30.9,,,,,,,,,,26,1,66,66
SU 779,EEAEIA,CH.POPO7,49.05,38.217,,1000,2400,29,31,22,1.6,,,50,1,35,70
SU 780,EBABIA,SVE16913,49.033,26.383,,25,325,,21,,1.8,,,36,1,56,71
SU 781,EEAFFB,PROLETAR,49.033,35.1,,500,1500,,28,,1.7,,,48,1,16,85
SU 782,EEABIA,PERESC34,49.033,35.317,,1500,2000,999,36,30,1.85,,,67,1,35,70
SU 783,ECABHB,V.BO1879,49.017,39.5,,,821,,22,,1.71,,,42,1,58,75
SU 784,,KOMSOMOL,49,33.717,,,,,,,,,,32,3,56,71
SU 785,EEABIB,PRIV1627,49,38.283,,30,728,34,34,12,1.38,,,46,1,58,75
SU 786,EEARZC,BOGD3248,48.967,39.683,,,,,,,,,,32,1,91,
SU 787,EEABIA,STRUTY23,48.95,24.05,,1050,1710,999,26,15,1.9,,,50,1,34,68
SU 788,EEABIA,STRUTY12,48.95,24.067,,1700,2300,999,22,5,1.85,,,42,1,34,68
SU 789,EEAFFA,G.ILYICH,48.933,35.433,,20,1240,,29,,1.7,,,52,1,16,85
SU 790,EEAFFA,GRECHISH,48.933,39.017,,1770,2350,,26,,1.7,,,45,1,16,85
SU 791,EGABBA,CHERNOG1,48.917,22.55,,500,850,14,29,3,2.1,,,61,1,52,79
SU 792,ECAFIB,SOKOLOVK,48.917,25.383,,20,1800,,20,,2.5,,,51,1,16,85
SU 793,ECAFIB,GOLUBOVK,48.917,35.333,,20,2000,,32,,1.7,,,54,1,16,85
SU 794,EEABIA,GOLUBOV4,48.917,35.367,,750,1750,28,29,37,1.88,,,54,1,35,70
SU 795,,YUBILEIN,48.917,58.75,,,,,,,,,,25,1,,
SU 796,EGAFIB,OLHOVKA,48.9,24.35,,2020,2850,,21,,2.1,,,45,1,16,85
SU 797,EEAFIB,LEVENTSO,48.9,35.617,,20,800,,29,,1.7,,,50,1,16,85
SU 798,EEABIA,LEVENTS6,48.883,35.883,,800,1000,999,29,12,1.6,,,46,1,35,70
SU 799,EEABIA,LEVENTS8,48.883,35.95,,800,1100,16,30,36,1.55,,,42,1,35,70
SU 800,EEABIA,GRECHIS2,48.883,38.9,,1750,2000,999,27,31,1.85,,,50,1,35,70
SU 801,EDAFZB,KARAG687,48.883,55.617,,,,,,,,,,54,1,131,72
SU 802,EGABIA,OLKHOV15,48.867,24.183,,2000,3500,12,21,9,2.4,,,54,1,34,68
SU 803,EEAFIB,LEVENTSO,48.867,35.65,,20,1500,,26,,1.7,,,44,1,16,85
SU 804,EEABIA,BOL11475,48.85,32.183,,150,850,999,35,12,1.15,,,38,1,56,71
SU 805,EEAEZB,PETR7300,48.833,35.3,,30,450,,28,,1.5,,,42,1,53,
SU 806,ECAFZB,PAROMNE2,48.833,44.833,,,,,,,,,,63,1,51,
SU 807,ECABIB,GUBINIK8,48.817,35.15,,63,703,22,22,12,1.85,,,41,1,61,72
SU 808,EEAFIB,LEVENTSO,48.817,35.717,,500,2500,,26,,1.7,,,44,1,16,85
SU 809,EEAFZB,PETR7034,48.8,37.65,,30,500,,21,,1.9,,,40,1,53,
SU 810,EEAFIB,LEVENTSO,48.783,35.667,,500,2500,,23,,1.7,,,40,1,16,85
SU 811,EGAFIB,RASSOLNA,48.767,24.35,,500,2200,,30,,1.8,,,54,1,16,85
SU 812,EAABIA,K.R14717,48.767,33.617,,52,252,16,16,6,2.2,6 0,0.6,36,1,58,75
SU 813,EEAFIB,LEVENTSO,48.767,35.733,,500,2500,,22,,1.7,,,38,1,16,85
SU 814,EEARHC,MURATOV6,48.767,38.75,,585,1505,184,38,,1.32,,,50,1,91,
SU 815,EBABIA,6,48.733,32.683,,43,223,14,15,8,2.98,,,44,1,61,72
SU 816,EBABIC,OCHERE10,48.733,35,,63,503,20,22,18,1.8,,,40,1,61,72
SU 817,EEARHC,BOGD3388,48.733,39.4,110,250,750,100,30,,1.2,,,36,1,91,
SU 818,EEARHC,BOGD3370,48.733,39.5,110,250,750,100,30,,1.2,,,36,1,91,
SU 819,EGAFIB,RASSOLNA,48.717,24.333,,500,2500,,30,,1.8,,,54,1,16,85
SU 820,,KRIV.ROG,48.717,33.567,,,,,,,,,,35,2,,
SU 821,EBABZA,KOCH7003,48.717,35.833,,30,270,,33,,1.7,,,56,1,53,
SU 822,E,3,48.7,30.2,,,,,,,,,,30,1,70,64
SU 823,EBABIA,SUBBO670,48.7,32.217,,63,283,19,13,5,2.9,,,39,1,61,72
SU 824,EEABZB,KENKIYAK,48.7,57.217,,,,,,,,,,67,1,47,82
SU 825,EGAFIB,NAZOVIZO,48.683,24.583,,20,3540,,23,,1.8,,,42,1,16,85
SU 826,EGABBA,SVALYAV2,48.667,22.967,,1180,1565,18,26,8,2.9,,,75,1,34,68
SU 827,,KOCHEREZ,48.667,35.667,,,,,,,,,,42,2,,
SU 828,ECABIA,LOBACHE1,48.667,39.1,,50,1390,50,30,12,1.68,,,50,1,58,75
SU 829,,ALEKSEEV,48.633,31.733,,,,,,,,,,34,4,,
SU 830,,,48.617,31.35,,,,,,,,,,42,2,,
SU 831,EGAFIB,ROZOVKA,48.6,22.2,,500,1000,,52,,1.7,,,89,1,16,85
SU 832,ECABIA,KHOR1636,48.6,38.867,,50,380,29,26,6,1.71,,,45,1,58,75
SU 833,,SVALYAVA,48.583,22,,,,,,,,,,79,2,37,80
SU 834,EEARHC,KONDRAS1,48.583,39.35,42,260,865,121,28,,1.36,,,38,1,91,
SU 835,EGABIA,UZHGORO1,48.567,22.3,,800,1450,,,,,,,92,1,55,70
SU 836,,,48.567,32.283,,,,,,,,,,40,5,,
SU 837,EEABIA,SLAVYAN1,48.567,39.1,,1780,2980,999,31,12,1.75,,,54,1,35,70
SU 838,EEARHC,VERGUN96,48.567,39.2,,280,1195,183,28,,1.22,,,34,1,91,
SU 839,EGABIA,V.DOBRO1,48.55,22.3,,750,3000,999,43,7,1.32,,,88,1,55,70
SU 840,,,48.533,25.3,,,,,,,,,,34,3,,
SU 841,EEARHC,VOROSH.O,48.533,39.267,,363,935,114,28,,1.24,,,34,1,91,
SU 842,ECARZB,USPE5374,48.517,36.55,,,,,,,,,,69,1,53,
SU 843,EGAFIB,DUBROVKA,48.5,22.533,,20,586,,61,,1.7,,,104,1,16,85
SU 844,EEAFIB,PAVL6174,48.5,36.283,,300,600,,22,,1.9,,,42,1,56,71
SU 845,EGAFIB,CHOP,48.45,22.267,,20,620,,,,,,,105,1,16,85
SU 846,EGABIA,DELYAT18,48.45,24.617,,200,4000,999,25,12,2.6,,,65,1,52,79
SU 847,EGABIB,DELYAT14,48.45,24.633,,100,680,18,19,3,2.63,,,50,1,52,79
SU 848,EBABIB,K.R14188,48.45,33.4,,25,265,20,8,5,2.5,4 0,0.4,20,1,58,75
SU 849,,ZALUZH,48.417,22.867,,,,,,,,,,104,2,,
SU 850,EGABIA,GORAZD50,48.417,22.483,,500,1300,18,44,16,2,,,88,1,55,70
SU 851,,,48.417,37.667,,,,,,,,,,59,4,,
SU 852,EGABIA,ZALUZH 1,48.4,22.7,,,,,,,,,,105,1,102,66
SU 853,EEAFIB,BLAG6979,48.4,36.233,,50,330,,33,,1.7,,,56,1,53,
SU 854,EEAFIB,BORZH228,48.383,38.433,,50,400,,320,,1.65,,,53,1,53,
SU 855,EBABIB,TARKH212,48.35,29.033,,84,292,8,12,4,2.5,,,30,1,54,81
SU 856,,GRUSHKA,48.35,30.333,,,,,,,,,,29,3,,
SU 857,EGAFIB,IVANOVKA,48.333,22.483,,100,1220,,,,,,,85,1,16,85
SU 858,EGAFIB,LUZHANKA,48.333,22.483,,20,420,,,,,,,92,1,16,85
SU 859,EGAFFB,KVASOVO,48.333,22.667,,20,280,,,,,,,69,1,16,85
SU 860,EGABIB,MUZHI359,48.317,22.617,,50,200,9,51,23,1.65,,,84,1,55,70
SU 861,EGAFIB,IVANOVKA,48.317,22.617,,20,410,,48,,1.7,,,81,1,16,85
SU 862,EGABIB,MUZHI829,48.317,22.717,,20,820,,45,,1.8,,,95,1,34,68
SU 863,EEABIB,MEZH5147,48.317,36.667,,50,700,,32,,1.7,,,54,1,53,
SU 864,EBABIA,K.R12886,48.3,33.3,,25,344,18,10,4,2.44,3 0,0.4,24,1,58,75
SU 865,EGAFIB,VALKHOVK,48.283,23.067,,20,440,,52,,1.7,,,88,1,16,85
SU 866,EEAFIB,ANTR2030,48.283,40.3,,50,500,999,25,,1.85,,,46,1,56,71
SU 867,EEAFIB,TSENT566,48.267,38.2,,50,750,,26,,2,,,52,1,53,
SU 868,EGAFGB,V.BEGAN,48.25,22.5,,20,240,,73,,1.7,,,125,1,16,85
SU 869,,,48.25,22.517,,,,,,,,,,90,7,,
SU 870,,,48.233,22.617,,,,,,,,,,107,3,,
SU 871,,BEREGOVO,48.217,22.617,,,,,,,,,,110,10,,
SU 872,EGABIA,BEREG121,48.217,22.7,,25,1115,75,50,6,1.76,,,92,1,53,
SU 873,EGABIB,KOSOV 25,48.217,25.1,,200,700,999,23,7,1.85,,,41,1,52,79
SU 874,EBABIA,BOG15030,48.217,30.2,,50,275,13,14,6,2.52,,,34,1,54,81
SU 875,ECAEIC,CHERNOVT,48.2,25.983,,,,,,,,,,62,1,16,85
